Táan in mekaj ich nool	Táan ich mekaj ich nool	PERSON:2_SI
Ts'o'a'an wáaj in beel	Ts'o wáaj'a'an wáaj in beel	SUBTYPE:INT;PERSON:1_SI
Yaan tj' teen 18 ja'abo'ob	Ma' yinan tj' teen 18 jin'abo'obi'	TYPE:NEG;PERSON:1_SI
Tumeen bejla'ake' ku ya'alale' ma' es ke le paalalo'obo' yaan tojbe'enil ti' leeti'o'ob	Tumeen bejla'ake' ku ya'alale' ma' es ke le paalalo'obo' yaan tojbe'enil ti' leeti'o'ob	NOCHANGE
Ka tu yilaj bin bey ts'o'ok u chu'uul bin bey le máako' lúub u ts'oon túun  bin le máako' le x	Ka tu yilaj bin bey ts'o'ok u chu'uul bin bey le máako' lúub u ts'oon túun  bin le máako' le x	NOCHANGE
Bejla'ake' táan u tsikbal a maam'aa táan u tsikbal a taata yéetel wa máaxe'	Bejla'ake' táan u tsikbal a maam'aa táan u tsikbal a taata yéetel wa máaxe'	NOCHANGE
P'a'atal mix jun xéet' che' wa táan u buuts'ilaankili' tumeen je'el u	P'a'atal mix jun xéet' che' wa táan u buuts'ilaankili' tumeen je'el u	NOCHANGE
Jbi'en áalkab te' taam prarkéeo'	Jbi'en áalkats'o'ob  te' taam prarkéeo'	ASPECT:TER;TENSE:PAS_SIM
Esten lelele k'áat chi' ti'al u yúuchul le	Esten lelele k'áat chi' ti'al u yúuchul le	NOCHANGE
Uu uu yáalal le ka le kaab	Uu uu yáalal le ka le kaab	NOCHANGE
Bey tuno' jach bey tak bejla'ak tune' le k'iin bejla'ake' le masewáalo'ona' pues ti'an weye' kuxa'ano'on	Bey tuno' jach bey tak bejla'ak tune' le k'iin bejla'ake' le masewáalo'ona' pues ti'an weye' kuxa'ano'on	NOCHANGE
U áabuelos in bauela je'elo' ka bino'obe' ti' láaj ti'ano'ob túune'  ti' p'áat inalo'obe' ma' tu ka e'esaj u báaj bin ti' le eee	U áabuelos in bauela je'elo' ka bino'obe' ti' láaj ti'ano'ob túune'  ti' p'áat inalo'obe' ma' tu ka e'esaj u báaj bin ti' le eee	NOCHANGE
Xa'ak'pesk'aja'an  in miaatsilo'on	Xa'ak'pesk'aja'an  in miaatsilo'on	NOCHANGE
Yaan wáaj in bin koool merkaado	Yaan wáaj ie'exn bin koool merkaado	PERSON:2_PL
Le beetik túun tene' tin wilik beyo' le beetik ma' jach ya'ab máax takiki'	Le beetik túun tene' tin wilik beyo' le beetik ma' jach ya'ab máax takiki'	NOCHANGE
Ku beeta'al ti'al u k'a'ajsa'al le le	Ku beeta'al ti'al u k'a'ajsa'al le le	NOCHANGE
Je'elo' ku ts'áabal túun ku laj	Je'elo' ku ts'áabal túun ku laj	NOCHANGE
Tene' ti' kajakbalen tu otñchne'	Te'exe' ti' kajakbale'ex tu otñchne'	PERSON:2_PL
Payalchi'o' mu'un béeytal	Payalchi'o' mu'un béeytal	NOCHANGE
Tr'aytak in pchukik u ja'abil	Tr'aytak  wáajin pchukik u ja'abil	SUBTYPE:INT
Taal bin u chu'ukul tun bin le máako'	Taal bin u chu'ukul tun bin le máako'	NOCHANGE
Táan in wilike' ya'ab le ya'ab le tsikbal tuuso'ob ku meenta'al bey tu yóok'sal le e'boobo'	Táan in wilike' ya'ab le ya'ab le tsikbal tuuso'ob ku meenta'al bey tu yóok'sal le e'boobo'	NOCHANGE
Úuchben maayaso'ob te'ej maayaso'ob je'ex le yaan te'ej k'iinilo'oba'	Úuchben maayaso'ob te'ej maayaso'ob je'ex le yaan te'ej k'iinilo'oba'	NOCHANGE
Ku ya'alik bine'	Ku ya'alik bine'	NOCHANGE
Eee wolis túuno' leeti'e'e ba'ax ku beetik xane' pues ku meetik  jump'éel chan	Eee wolis túuno' leeti'e'e ba'ax ku beetik xane' pues ku meetik  jump'éel chan	NOCHANGE
Despuees ti' ku páatali' tu juunal kun bin u sa'atla'ajal	Despuees ti' ku páatali' tu juunal kun bin u sa'atla'ajal	NOCHANGE
Le ma'aj ko'ojtako' leeti' chen je'ex le ktakiko'ob  de boono'ob  de chen jump'éel	Le ma'aj ko'ojtako' leeti' chen je'ex le ktakiko'ob  de boono'ob  de chen jump'éel	NOCHANGE
Ba'ale' ichil  láaili' xane' le úuchben máako'obo' láaj yaan bin u	Ba'ale' ichil  láaili' xane' le úuchben máako'obo' láaj yaan bin u	NOCHANGE
Táan in suut tu naajiil aoo	Táan u suuo'obt tu naajiil aoo	PERSON:3_PL
Ki'imak a wóol a bin jtu k'íiwikil koonol	Ki'imak a wóol a bin jtusuu  k'íiwikil koonol	ASPECT:CUS
Tens' áak'ab kin bcn merkaado	Tens' áak'a báaxale'exb kin bcn merkaado	PERSON:2_PL
Ka bin bini ka ook te'el naj bino'	Ka bin bini ka ook te'el naj bino'	NOCHANGE
U píibil le jaanal pixano'	U píibil le jaanal pixano'	NOCHANGE
Jbinen yéetel in éetailo'b tu kííiwikil íoonol	Leti'e' ma' jbinen yéetel in éetailo'b tu kííiwikil íoonoli'	TYPE:NEG
Ch'a' jump'éel responsabilidad u kanáant le ba'ax ku ye'esa'al ti' tumeen u noolo'	Ch'a' jump'éel responsabilidad u kanáant le ba'ax ku ye'esa'al ti' tumeen u noolo'	NOCHANGE
Tin ueentik janal ich k'ol	Ma' wáaj tin ueentik janal ich k'oli'	TYPE:NEG;SUBTYPE:INT
Le píibo' ts'okol u pu'ulul le píibo' pues	Le píibo' ts'okol u pu'ulul le píibo' pues	NOCHANGE
Tin konaj u k'naxi in kojl	Tin konaj u k'naxi wáaj in kojl	SUBTYPE:INT
Uts tin wich tumeen ku ts'áaik u páajtalil	Uts tin wich tumeen ku ts'áaik u páajtalil	NOCHANGE
De k'aab le ki'iwaj ku beenta'ala'	De k'aab le ki'iwaj ku beenta'ala'	NOCHANGE
Te che' bino'	Te che' bino'	NOCHANGE
U che'eile' yaan u bin ch'akbil	U che'eile' yaan u bin ch'akbil	NOCHANGE
Tene' kin bin paak'áail ich kool	Táaj ene' kin bin paak'áail ich kool	ASPECT:BEG;TENSE:PAS_SIM
Táan in boon tu naajil xooh	Táan iaj wán boon tu naajil xooh	SUBTYPE:INT
'í' jach k'a'aáéet in bin tu k'íiwikil koonoli'	'í' jach k'a'aáéet in bin tu k'íiwikil koonol wáaj	SUBTYPE:INT
Ta'aytak in chuki ñ ja'atib	Ta'aytak u chuki o'obñ ja'atib	PERSON:3_PL
Mr' jach 'añ'abéet in bin tu k'íiwñkil koonoli'	Mr' jach 'añ'a wáajbéet in bin tu k'íiwñkil koonoli'	SUBTYPE:INT
A ki'iki' t'antik	A ki'iki' t'antik	NOCHANGE
U áabuelóo u tatarabuelo beyo' ba'ale' u áabueloobe'  tsikbalte ti' leetio'ob	U áabuelóo u tatarabuelo beyo' ba'ale' u áabueloobe'  tsikbalte ti' leetio'ob	NOCHANGE
Máax yéetel ka rin koonol t7 kúuchil báaxal	Máax yéetel suuk a rin koonol t7 kúuchil báaxal	SUBTYPE:DEC;ASPECT:CUS
Ts'okole' ku pixik yéetel u le' ja'aso' bey u beetik leeti'o'	Ts'okole' ku pixik yéetel u le' ja'aso' bey u beetik leeti'o'	NOCHANGE
E ayiik'alil ku p'áatik to'on kch'i'ibalo'ob	E ayiik'alil ku p'áatik to'on kch'i'ibalo'ob	NOCHANGE
Jump'éel diia antese' ku bin ch'akbil	Jump'éel diia antese' ku bin ch'akbil	NOCHANGE
Ma' táan in bin koonol merkaanoi'	Ma' táan in bin suuk oonol merkaanoi'	ASPECT:CUS
Te'ej k'iino'ob bejla'aka' jach tu láakal ts'o'ok u láaj jelpajal	Te'ej k'iino'ob bejla'aka' jach tu láakal ts'o'ok u láaj jelpajal	NOCHANGE
Yaán in jokchik chak nal tin kool	Yaán in jokchik chak nal ta koole'ex	PERSON:3_PL
Bey u ya'alik ten jump'éel k'iin bine' le xi'ipalo' ku ya'alik bin ti' u mama bine'  tu na' bine'	Bey u ya'alik ten jump'éel k'iin bine' le xi'ipalo' ku ya'alik bin ti' u mama bine'  tu na' bine'	NOCHANGE
Ts'o'ok túun u meyajtiko'ob bey  u k'óolil  yéetel u káaxil tu láakal le je'elo' uu uu preparaartiko'ob beyo'	Ts'o'ok túun u meyajtiko'ob bey  u k'óolil  yéetel u káaxil tu láakal le je'elo' uu uu preparaartiko'ob beyo'	NOCHANGE
Tsikbalte ti' teen bix kuxlik ka'ach e úuchben maayao'obo'	Tsikbalte ti' teen bix kuxlik ka'ach e úuchben maayao'obo'	NOCHANGE
Españoles wa le káastelaan máako'obo'	Españoles wa le káastelaan máako'obo'	NOCHANGE
Le ken ila'ak wel ts'o'ok u tajal le jkaakxo'	Le ken ila'ak wel ts'o'ok u tajal le jkaakxo'	NOCHANGE
Jump'éel waaj nojoch	Jump'éel waaj nojoch	NOCHANGE
Tu k'iinil bey ta'aytak u koolo'obo'  leeti'o'obe' ku k'áatiko'ob ti' le	Tu k'iinil bey ta'aytak u koolo'obo'  leeti'o'obe' ku k'áatiko'ob ti' le	NOCHANGE
Tu'ux kajúkbalen	Ma' tu'ux kajúkbaleni'	TYPE:NEG
Ku júupulo'ob u ts'i'kte le bak'o'	Ku júupulo'ob u ts'i'kte le bak'o'	NOCHANGE
Kex tumeen tu jaajil ya'ab máak kíimi ya'ab máak sa'at u kuxtale	Kex tumeen tu jaajil ya'ab máak kíimi ya'ab máak sa'at u kuxtale	NOCHANGE
Tak túun tu láak' kíin túune' ku yiliko'ob wa k'áax ja' wa ma' k'áax ja' tia'l u yaantal le nalo'	Tak túun tu láak' kíin túune' ku yiliko'ob wa k'áax ja' wa ma' k'áax ja' tia'l u yaantal le nalo'	NOCHANGE
Ma' táan in bin maapn tw k'íiwskil koonobli'	Ma' káaj in bin maapn tw k'íiwskil koonobli'	ASPECT:BEG;TENSE:PAS_SIM
Ka tu sutaj túun de chiichi'il le jach u yuumil túun le palaasio ka tu k'a'alal tun bin te'el najo'	Ka tu sutaj túun de chiichi'il le jach u yuumil túun le palaasio ka tu k'a'alal tun bin te'el najo'	NOCHANGE
Kex bin brujoe' pero leeti'o'obe' mas ya'abo'ob bin	Kex bin brujoe' pero leeti'o'obe' mas ya'abo'ob bin	NOCHANGE
Yaan in xook tu naajil cook	Yaan a xooe'exk tu naajil cook	PERSON:2_PL
Nukuch waajo'ob xaan u tajalo' chúumuk ku ts'áabal	Nukuch waajo'ob xaan u tajalo' chúumuk ku ts'áabal	NOCHANGE
Cha'aik ya'abkach loolo'ob lool	Cha'aik ya'abkach loolo'ob lool	NOCHANGE
Le k-oojlo'on tu yo'lal le xch'i'ibalo'ob úuchben uchik u chu'unul le kya'ak lu'uma'	Le k-oojlo'on tu yo'lal le xch'i'ibalo'ob úuchben uchik u chu'unul le kya'ak lu'uma'	NOCHANGE
Táan u ya'akko'ob klo klo klo klo ki	Táan u ya'akko'ob klo klo klo klo ki	NOCHANGE
Tukulto'ob táan u bino'ob ti' jump'éel	Tukulto'ob táan u bino'ob ti' jump'éel	NOCHANGE
De k'aak'as ba'alil túun	De k'aak'as ba'alil túun	NOCHANGE
Yaana k'as chan chinik a pool ti'	Yaana k'as chan chinik a pool ti'	NOCHANGE
Ba'ale' le túuchicho' yaane' ti' ku bisik yóok'oli' yaane' yaane' ku ts'áabko'ob yáanal	Ba'ale' le túuchicho' yaane' ti' ku bisik yóok'oli' yaane' yaane' ku ts'áabko'ob yáanal	NOCHANGE
Ken ts'o'okok beyo' bey ma' síisako' yaan wíinike' kin wilik	Ken ts'o'okok beyo' bey ma' síisako' yaan wíinike' kin wilik	NOCHANGE
Ts'o'ok u náakal in wóol óotsilo'on mix ba'al yaan in kjaanto'on	Ts'o'ok u náakal in wóol óotsilo'on mix ba'al yaan in kjaanto'on	NOCHANGE
K'a'al in áabueelae' ka jo'op' u ya'alik tun bin ti' le le le máako'ob bin  este le le	K'a'al in áabueelae' ka jo'op' u ya'alik tun bin ti' le le le máako'ob bin  este le le	NOCHANGE
Le táasche'o'ob beeta'abo'	Le táasche'o'ob beeta'abo'	NOCHANGE
Ts'oka'an wáaj in 'eel	Ts'oka'an w xooke'exáaj in 'eel	PERSON:2_PL
Ook8in in bin ich cool	Ook8in in bu icho'ob cool	PERSON:3_PL
Leeti' ku ts'áabali' je'el puut	Leeti' ku ts'áabali' je'el puut	NOCHANGE
Le je'ela' u chan	Le je'ela' u chan	NOCHANGE
E máako'ob xan be'elake' pues táan in wiko'on bik le	E máako'ob xan be'elake' pues táan in wiko'on bik le	NOCHANGE
Puro k'e'eyn wolistak beya'	Puro k'e'eyn wolistak beya'	NOCHANGE
Ma'  k'abéet u láaj jáabal le kib yóok'ol le tuunich tu'ux ta t'abo'	Ma'  k'abéet u láaj jáabal le kib yóok'ol le tuunich tu'ux ta t'abo'	NOCHANGE
Ken ts'o'okok túun bey u siistal le k'óolo' ba'ax ku beetik tuune' ku ki'	Ken ts'o'okok túun bey u siistal le k'óolo' ba'ax ku beetik tuune' ku ki'	NOCHANGE
M' ts'oka'an in beeli'	M' ts'oka'an ine'ex beeli'	PERSON:2_PL
Jaan ku ya'alik bine' pajteni' le ba'alo'  pajteni' le ba'alo' ki bin ju	Jaan ku ya'alik bine' pajteni' le ba'alo'  pajteni' le ba'alo' ki bin ju	NOCHANGE
Ka u yil ma' u	Ka u yil ma' u	NOCHANGE
-chan xnuuko' ku ya'alik bin ti' leeti'e'  -pero chan winik  le tu'ux ka bino' táan a túun a wilik óoxp'éel bej yani'- ki bin	-chan xnuuko' ku ya'alik bin ti' leeti'e'  -pero chan winik  le tu'ux ka bino' táan a túun a wilik óoxp'éel bej yani'- ki bin	NOCHANGE
Suuk u beeta'ale'	Suuk u beeta'ale'	NOCHANGE
Jela'an eee wolistak túuno' ku bin u ts'áako'ob u kruusil u kruusil tu chúumuk	Jela'an eee wolistak túuno' ku bin u ts'áako'ob u kruusil u kruusil tu chúumuk	NOCHANGE
Le je'ela' k'as talam u tsoololil bey u tsikbalil	Le je'ela' k'as talam u tsoololil bey u tsikbalil	NOCHANGE
Tene' kin bin páak ich éool	Tene' kin bu páao'obk ich éool	PERSON:3_PL
Bey túun ts'o'ok u jóok'sa'al le waajo' ku	Bey túun ts'o'ok u jóok'sa'al le waajo' ku	NOCHANGE
Ma'k  ichil bin bey u ya'alik bin bey te'ej máako'obo' ka bin cha'ab u bin ka a'ala'ab bin ti'e' - yaan in yaan in wiko'on tu'ux ka bin- ki bin	Ma'k  ichil bin bey u ya'alik bin bey te'ej máako'obo' ka bin cha'ab u bin ka a'ala'ab bin ti'e' - yaan in yaan in wiko'on tu'ux ka bin- ki bin	NOCHANGE
Le esten le nukuch túuto' ku  meyajta'al yéetel juuch'	Le esten le nukuch túuto' ku  meyajta'al yéetel juuch'	NOCHANGE
Te'ej áak'abilo' le beetik ku ts'áabal le kibobo'obo'	Te'ej áak'abilo' le beetik ku ts'áabal le kibobo'obo'	NOCHANGE
Chen bin u bin u máan le k'iino'ob bino' táanu  bin u máan máan u bin u máan táan bin u  máan jach jaaj ku ganatik taak'in	Chen bin u bin u máan le k'iino'ob bino' táanu  bin u máan máan u bin u máan táan bin u  máan jach jaaj ku ganatik taak'in	NOCHANGE
Le e' boob wa ka jóok'oko' pues seguuro yaan u jaanta'alo'ob wa kaabal wa yóok'ol  bej yano'ob jaa	Le e' boob wa ka jóok'oko' pues seguuro yaan u jaanta'alo'ob wa kaabal wa yóok'ol  bej yano'ob jaa	NOCHANGE
Ya'ab ba'ax yaanto'on ich maaya  yaanto'on xan ich káastelaan in in	Ya'ab ba'ax yaanto'on ich maaya  yaanto'on xan ich káastelaan in in	NOCHANGE
Le bix u meeta'ale' ee	Le bix u meeta'ale' ee	NOCHANGE
Láayli'  xan beyo' yaan u meenta'al jump'éel nuxi'	Láayli'  xan beyo' yaan u meenta'al jump'éel nuxi'	NOCHANGE
U u yuumtsilo'ob xane'	U u yuumtsilo'ob xane'	NOCHANGE
Máax ba'axe' ku yáax cho'ik te'ej juuch'	Máax ba'axe' ku yáax cho'ik te'ej juuch'	NOCHANGE
Tene' áak'ab kin bib rnkiaado	Tene' áak'ab ka bibe'ex koonol rnkiaado	PERSON:2_PL
Sáansamal kin bin koonol mdaado	Sáansam wáajal kin bin koonol mdaado	SUBTYPE:INT
Tene' ti' kajabalen tu yot-che'	Tene' ti' kajab'a'abéet alen tu yot-che'	ASPECT:OBL
Táan in ioon tu knaajil xok	Taat áan i'on ioon tu knaajil xok	ASPECT:DES
A pantaloono'o ken bey ti' leeti'a' paktej ken ti'	A pantaloono'o ken bey ti' leeti'a' paktej ken ti'	NOCHANGE
Maanal k'aasil bix ken takil ba'al bey a wóol ti' chojokbal a ta' tu paach a	Maanal k'aasil bix ken takil ba'al bey a wóol ti' chojokbal a ta' tu paach a	NOCHANGE
Táan wáaj a bin oonol mrkaado	Ma' táanwáaj a bin oonol mrkaadoi'	TYPE:NEG;VOICE:ACT;TRANSITIV:ITR
Leeti' le úuchben máako'ob pues le bin	Leeti' le úuchben máako'ob pues le bin	NOCHANGE
Ooa'in in bin merkaado	Ooa'in in bin'a'abéet  merkaado	SUBTYPE:DEC;ASPECT:OBL
Ustako'obo' ti'al u ts'áaj te'ej yóok'ol le meesao' ti'al xan u payalchi'ita'al	Ustako'obo' ti'al u ts'áaj te'ej yóok'ol le meesao' ti'al xan u payalchi'ita'al	NOCHANGE
Ka bin u yilo'ob bin ba'ax ts'o'ok u kaxtik leeti'	Ka bin u yilo'ob bin ba'ax ts'o'ok u kaxtik leeti'	NOCHANGE
Tene' yabn ten me7aj úblo-ga	Tene wáaj' yabn ten me7aj úblo-ga	SUBTYPE:INT;PERSON:1_SI
Ba'ale' in	Ba'ale' in	NOCHANGE
Jach wáaj 'a'iabéet aa ab7n meraaho	Jach wáaj 'a'iabéesuut  aa ab7n meraaho	ASPECT:CUS
Waye' leti' ku paa'xal tak ti' le k'iinilo'oba'  ti' le  ee kaajo'ob pues táakpaja'ano'ob te'el ichil seentros séeremoniaaleso' ku	Waye' leti' ku paa'xal tak ti' le k'iinilo'oba'  ti' le  ee kaajo'ob pues táakpaja'ano'ob te'el ichil seentros séeremoniaaleso' ku	NOCHANGE
Tene' ts'o'an wáaj in beel	Tene' ma' tene' ts'o'an in beeli'	TYPE:NEG;SUBTYPE:DEC
Bey jach jaaj le xi'ipal bin u kaxtej  u t'aak'ine' tu ganarta túun bey leeti' ook te'el naj tu yilaj máax le ts'ajaan te'el najo'	Bey jach jaaj le xi'ipal bin u kaxtej  u t'aak'ine' tu ganarta túun bey leeti' ook te'el naj tu yilaj máax le ts'ajaan te'el najo'	NOCHANGE
Ku cha'abal jump'éel súutukil jump'éel ooraj	Ku cha'abal jump'éel súutukil jump'éel ooraj	NOCHANGE
Juntúul xi'ipal le reeyo'  ka tu suto'ob beyo'	Juntúul xi'ipal le reeyo'  ka tu suto'ob beyo'	NOCHANGE
Muñax ts'oka'an in beeli'	Muñax ts'ok báaxale'exa'an in beeli'	PERSON:2_PL
Le ken súutuk de k'aak'asba'alil beya'	Le ken súutuk de k'aak'asba'alil beya'	NOCHANGE
Ts'áako'ob u tuupo'o ba'ax túun jach bejla'ak ma' in	Ts'áako'ob u tuupo'o ba'ax túun jach bejla'ak ma' in	NOCHANGE
Yaao wáaj in bin koonol tu k'íiwikil koonol	Yaao wáaj ek bin koonol tu k'íiwikil koonol	PERSON:1_PL
Yaan a k'uchul ti' jump'éel tu'ux yaan a súutul	Yaan a k'uchul ti' jump'éel tu'ux yaan a súutul	NOCHANGE
Tene' tun bejla'aj túune' pues	Tene' tun bejla'aj túune' pues	NOCHANGE
Wa jump'éelili' ken a meente le waaj beyo'	Wa jump'éelili' ken a meente le waaj beyo'	NOCHANGE
Lúul kajakbal t1gu yéñn-el	Te'exe' lúul kajake'exbal t1gu yéñn-el	PERSON:2_PL
A'ot ts'oka'an in beeli'	A'ott ts'oka'an in beeli'e'	ASPECT:IMM;TENSE:PAS_SIM
Ichil le ichil le ch'a'aj cháako'  tak tin kaajale' ku beeta'al le cha'aj cháako' esteen	Ichil le ichil le ch'a'aj cháako'  tak tin kaajale' ku beeta'al le cha'aj cháako' esteen	NOCHANGE
Je'ex le je'elo' jump'éel ba'aj jach	Je'ex le je'elo' jump'éel ba'aj jach	NOCHANGE
Máako'ob jach ka'anachaj u tuukulo'ob	Máako'ob jach ka'anachaj u tuukulo'ob	NOCHANGE
Ch'up wey ko'on weenele'ki bin  pues ko'ox na'akal tu k'ab le	Ch'up wey ko'on weenele'ki bin  pues ko'ox na'akal tu k'ab le	NOCHANGE
Ma'atáan u na'atik ba'ax a k'áat a wa'al ti' chen a koje	Ma'atáan u na'atik ba'ax a k'áat a wa'al ti' chen a koje	NOCHANGE
Yaanlaj bin juntúul chan nojoch máak bine' bueeno juntúul chan nojoch ko'olej bin beyo'	Yaanlaj bin juntúul chan nojoch máak bine' bueeno juntúul chan nojoch ko'olej bin beyo'	NOCHANGE
U wolik u báai' ka'na'an a júuytik  a júuytik a júuytik	U wolik u báai' ka'na'an a júuytik  a júuytik a júuytik	NOCHANGE
U sáastale' teche' ts'o'ok a juch'ik a	U sáastale' teche' ts'o'ok a juch'ik a	NOCHANGE
Yaan le kya'ala kojunlich yaan le kya'ala'al esten	Yaan le kya'ala kojunlich yaan le kya'ala'al esten	NOCHANGE
Le píibil waajo' ti'al u beeta'ale'	Le píibil waajo' ti'al u beeta'ale'	NOCHANGE
Íene'ñáak'ab úin bin tu k'íiwikil koon l	Íene'ñáak'ub úin bin tu k'íiwikil koon l	PERSON:2_PL
Ma' utsi ts'o'olej tak u jo'olo'ob bejla'ake' láak wa'alakbal ku láak wa'akúunsiko'ob	Ma' utsi ts'o'olej tak u jo'olo'ob bejla'ake' láak wa'alakbal ku láak wa'akúunsiko'ob	NOCHANGE
Bey túuno' ti' bin ka'ach ku yaantal  u gobernantesilo'ob te'elo'	Bey túuno' ti' bin ka'ach ku yaantal  u gobernantesilo'ob te'elo'	NOCHANGE
Ki'iboktako'obo' ya'abe' ka láaj	Ki'iboktako'obo' ya'abe' ka láaj	NOCHANGE
Ku jóok's'aal le che'o'ob ku buuts'ilaankilo' ku p'a'atal  le jach	Ku jóok's'aal le che'o'ob ku buuts'ilaankilo' ku p'a'atal  le jach	NOCHANGE
Mix ba'al yaan in mina'an knook'o'on	Mix ba'al yaan in mina'an knook'o'on	NOCHANGE
Ti'al le ku ya'ala'al esten le muerteo' wa le máax bey u yet taal le	Ti'al le ku ya'ala'al esten le muerteo' wa le máax bey u yet taal le	NOCHANGE
Ba'ax u láak' xane' pues lete'ej xan le ee	Ba'ax u láak' xane' pues lete'ej xan le ee	NOCHANGE
Te'elba'ate'el táambal úucho' pues ya'abkach kaajo'ob xan p'áat láayli' yaan te'ej k'iio'oba' je'ex le xjo' tsuuk je'el bix sakalaaka je'el bix	Te'elba'ate'el táambal úucho' pues ya'abkach kaajo'ob xan p'áat láayli' yaan te'ej k'iio'oba' je'ex le xjo' tsuuk je'el bix sakalaaka je'el bix	NOCHANGE
Táan in bin koonol tu k'íiwikil k'onol	Táan in bin koonol tu k'íwáaj iwikil k'onol	SUBTYPE:INT
K'ajynajen tu naajil xook	K'ajyna wáajjen tu naajil xook	SUBTYPE:INT
Ku xa'ak'ta'al le juuch' yéetel le siklo'	Ku xa'ak'ta'al le juuch' yéetel le siklo'	NOCHANGE
Ma' wáaj jacú k'k'abéet in biw merkaaéoi'	Ma' wáaj jacú k'k'abéet suui n biw merkaaéoi'	ASPECT:CUS
Ba'ax túun bine' tu cha'o'ob tun bin u yáaka'btal bin ti'o'ob beyo'	Ba'ax túun bine' tu cha'o'ob tun bin u yáaka'btal bin ti'o'ob beyo'	NOCHANGE
Chen jump'éel táan piik le jach kóochtako'	Chen jump'éel táan piik le jach kóochtako'	NOCHANGE
Je'el bix le ba'ate'el táambal úuch	Je'el bix le ba'ate'el táambal úuch	NOCHANGE
Eee k'iinil ken u beeto'obo' leeti' túu le chen u láaj much'o'ob le ba'axo'ob ken u meyajto'obo' ichil le je'elo'	Eee k'iinil ken u beeto'obo' leeti' túu le chen u láaj much'o'ob le ba'axo'ob ken u meyajto'obo' ichil le je'elo'	NOCHANGE
Yaan in boon tu naajil x1ok	Yaan in bo wáajon tu naajil x1ok	SUBTYPE:INT
Y le mejen xkoots'ob waajo'obo' tu báak'lik	Y le mejen xkoots'ob waajo'obo' tu báak'lik	NOCHANGE
Te'ej mejen paalalo' pues láayi' xan te'ej ichilo'	Te'ej mejen paalalo' pues láayi' xan te'ej ichilo'	NOCHANGE
Santa muerte ale'  mina'an le	Santa muerte ale'  mina'an le	NOCHANGE
Ku ts'áabal túun xan le ki'ibo'obo'	Ku ts'áabal túun xan le ki'ibo'obo'	NOCHANGE
Nukuch waaj ku beeta'al túutil waaj ma' túutil waaji' le  nukuch waaj ku beeta'al yéetel le	Nukuch waaj ku beeta'al túutil waaj ma' túutil waaji' le  nukuch waaj ku beeta'al yéetel le	NOCHANGE
Ma' k'a'abéet wáaj in bin tu k'íiwikil koúnoli'	Ma' k'a'abéet wáaj in bin tu k'íiwikil koúnol wáaj	SUBTYPE:INT
Yóok'sal mix jump'íit u k'ebanil yaan	Yóok'sal mix jump'íit u k'ebanil yaan	NOCHANGE
Jach sk''abéeg a bin mdrkaaeo	Te'exe' jach sk''ae'exbéeg a bin mdrkaaeo	PERSON:2_PL
Áabastesimieento u ya'aliko'ob bin beyo'-	Áabastesimieento u ya'aliko'ob bin beyo'-	NOCHANGE
Tenó' áak'au kin bin merkamdo	Tenó'' áake'ex'au kin bin merkamdo	PERSON:2_PL
Yéetel tu láakal le ba'alo'ob bey ts'áaba'  de ke le paalo' yaan	Yéetel tu láakal le ba'alo'ob bey ts'áaba'  de ke le paalo' yaan	NOCHANGE
Bey túuno' ee tak ka úuch túun le geerra de kaastaso' ku ya'alik in noole' ku ya'alik in in áabueelae'	Bey túuno' ee tak ka úuch túun le geerra de kaastaso' ku ya'alik in noole' ku ya'alik in in áabueelae'	NOCHANGE
Yaan u ba'alil u ni'o'ob ki ten	Yaan u ba'alil u ni'o'ob ki ten	NOCHANGE
Yóok'sal ma' xan uk'ul xani' pues	Yóok'sal ma' xan uk'ul xani' pues	NOCHANGE
Ti'al u bin le pixano'obo'	Ti'al u bin le pixano'obo'	NOCHANGE
Yóoks'al ma' u téek eelel ma' sakantal	Yóoks'al ma' u téek eelel ma' sakantal	NOCHANGE
Chen ba'ale je'ex u kreero'ob leeti'o'ob je'ex u chíimpoolalo'obo' bey xan le to'ona' yaan wa ba'axo'ob  ku k'éexel ti'al leti' chen ba'axe' pues	Chen ba'ale je'ex u kreero'ob leeti'o'ob je'ex u chíimpoolalo'obo' bey xan le to'ona' yaan wa ba'axo'ob  ku k'éexel ti'al leti' chen ba'axe' pues	NOCHANGE
Táan in suut koonoyl merkaado	Táan in suutsuu  koonoyl merkaado	ASPECT:CUS
Je'el u béeytal in wiko'one' jach jaaj  je'ex u kaxta'al xan le taak'ino'ob ti' le muka'ano'obo'	Je'el u béeytal in wiko'one' jach jaaj  je'ex u kaxta'al xan le taak'ino'ob ti' le muka'ano'obo'	NOCHANGE
Yaan in boon tu nnajin xook	Yaan u boono'ob tu nnajin xook	PERSON:3_PL
Táan u bin obol tu k'íiwikil koonol	Táan u bin obo wáajl tu k'íiwikil koonol	SUBTYPE:INT
Tene' yaín ten u áanalte'il in xoñk matemáticas	Tene' yaín ten u áanalte'il intaa  xoñk matemáticas	ASPECT:DES
Jach sk''abéeg a bin mdrkaaeo	Jach sk''abéeg wáaj a bin mdrkaaeo	SUBTYPE:INT
Ma' ta w-'uyik ohúaxoli'	Suum a' ta w-'uyik ohúaxoli'	ASPECT:CUS
