Order;Bribri (Nasal as line);Training sentence;Spanish;Source;Dialect
2165;tsiru';tsiru';cacao;CorpusSofia B22h28m46s07apr2012.html Conversación de dos mujeres sobre el comercio del banano;amubri
2166;¡u̱jú̱! e' ë̀me̱;ũjúx ! e' èqmẽ;sí ! solamente eso;CorpusSofia B22h28m46s07apr2012.html Conversación de dos mujeres sobre el comercio del banano;amubri
2167;¡ajá! kápiwö kë̀ wà ta̱wè̱ ta̱ ie'pa;ajá ! kápiwö kèq wà tãwèx tã ie'pa;ajá ! , ellos no vendían granos de café;CorpusSofia B22h28m46s07apr2012.html Conversación de dos mujeres sobre el comercio del banano;amubri
2168;"bua' ie, bua' ie, ""porque"" e' tso' yàno̱ wé̱shke̱";"bua' ie , bua' ie , "" porque "" e' tso' yànõ wéxshkẽ";muy bien , muy bien , porque eso era para ser bebido adentro;CorpusSofia B22h28m46s07apr2012.html Conversación de dos mujeres sobre el comercio del banano;amubri
2169;yàno̱ wé̱shke̱;yànõ wéxshkẽ;para ser bebido adentro;CorpusSofia B22h28m46s07apr2012.html Conversación de dos mujeres sobre el comercio del banano;amubri
2170;e' ku̱é̱ki̱ ie'pa kë̀ e' wà ta̱wè̱;e' kũéxkĩ ie'pa kèq e' wà tãwèx;por eso ellos no vendían eso;CorpusSofia B22h28m46s07apr2012.html Conversación de dos mujeres sobre el comercio del banano;amubri
2171;ma̱ yë̀na̱ ése i' ta̱;mã yèqnã ése i' tã;pues así es dicho;CorpusSofia B22h28m46s07apr2012.html Conversación de dos mujeres sobre el comercio del banano;amubri
2172;tö́;tóq;sí;CorpusSofia B22h28m46s07apr2012.html Conversación de dos mujeres sobre el comercio del banano;amubri
2173;íyök i' apàikalèke̱stsa̱ ké̱weie;íyök i' apàikalèkẽstsã kéxweie;este suelo se limpia primero;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2174;íyök ka̱nè̱wè̱ke̱ ké̱weie;íyök kãnèxwèxkẽ kéxweie;el suelo se trabaja primero;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2175;pèstsa̱ a̱mè̱ke̱a̱t sö bua'ë;pèstsã ãmèxkẽãt sö bua'ë;botamos dejamos muy bien;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2176;e' ò̱na̱ ukö̀ki̱;e' òxnã ukòqkĩ;después de hacer eso;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2177;së́ ö i' e' i' dör së́;séq ö i' e' i' dör séq;los horcones o este , ese , este es el horcón;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2178;e' tulèke̱wa̱;e' tulèkẽwã;se colocan;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2179;e' ukö̀ki̱ a̱wí̱ yawèke̱ shkít a̱wí̱ yawèke̱ sö;e' ukòqkĩ ãwíx yawèkẽ shkít ãwíx yawèkẽ sö;después hacemos aquello , hacemos aquello redondo;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2180;ukö̀ki̱ kéli a̱wí̱ ñè̱ke̱ sö;ukòqkĩ kéli ãwíx ñèxkẽ sö;después cortamos aquellos palos;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2181;a̱la̱' jchèke̱ sö a̱wì̱;ãlã' jchèkẽ sö ãwìx;rajamos las jiras esas;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2182;cha̱né̱ka̱ a̱wì̱ yawó ie;chãnéxkã ãwìx yawó ie;para hacer esa cercha;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2183;é;é;eh;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2184;e' ukö̀ki̱ ùkö të́rke̱;e' ukòqkĩ ùkö téqrkẽ;después se corta la suita;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2185;ajkö́kicha yö́k se' mi̱'ke̱;ajkóqkicha yóqk se' mĩ'kẽ;vamos a sacar los bejucos de canasta;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2186;e' wa sö ùkö bakèke̱;e' wa sö ùkö bakèkẽ;con eso tejemos la suita;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2187;dís que ùkö tèke̱ sö ta̱î̱ë;dís que ùkö tèkẽ sö tãîxë;dis que cortamos mucha suita;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2188;e' bakèke̱ mì̱k, i déka̱ ñe̱'e̱, sö i yawéu̱ka̱ chö̂ dö̀ka̱ aì e̱'rök;e' bakèkẽ mìxk , i dékã ñẽ'ẽ , sö i yawéũkã chôq dòqkã aì ẽ'rök;cuándo eso lo tejíamos , entonces lo levantábamos , lo hacíamos hasta allá arriba;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2189;"i' dikì̱ a̱ bö' ièke̱ ""pa que"" kë̀ i nú̱rwa̱ à̱s kë̀ i nú̱rwa̱";"i' dikìx ã bö' ièkẽ "" pa que "" kèq i núxrwã àxs kèq i núxrwã";"debajo se atiza fuego , "" pa "" que no se pudra , para que no se pudra";CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2190;à̱s i té̱rka̱ bua'ë pôpôë;àxs i téxrkã bua'ë pôpôë;para que lo mantenga bien seco;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2191;"i', blë'kë́këpa, íse i' yawèke̱ ie'pa rö, e' tso' ie'pa wa̱, ""este""";"i' , blë'kéqkëpa , íse i' yawèkẽ ie'pa rö , e' tso' ie'pa wã , "" este """;este , los mayores , ellos hacen de estas , son para ellos , este;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2192;wé̱ e̱' yawa'ku̱ óköm ie, ése yawó ie;wéx ẽ' yawa'kũ óköm ie , ése yawó ie;para el que quiera hacerse óköm , para que estudie eso;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2193;ukö̀ki̱ be' rö a̱wí̱ apà biéstsa̱ be' rö shkít a̱wì̱;ukòqkĩ be' rö ãwíx apà biéstsã be' rö shkít ãwìx;después usted excava aquella parte de afuera , usted excava aquello circular;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2194;ña̱là̱ yéstsa̱ be'rö;ñãlàx yéstsã be'rö;usted saca un camino;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2195;à̱s di' kë̀ ië́rwa̱ i̱a̱ i' wé̱shke̱;àxs di' kèq iéqrwã ĩã i' wéxshkẽ;para que ya no se deposite el agua adentro;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2196;aì tsà̱bata aì yawa'ku̱, ùkö tèke̱ tsîralala mò̱ne̱ka̱;aì tsàxbata aì yawa'kũ , ùkö tèkẽ tsîralala mòxnẽkã;si quiere hacer aquella cumbrera , aquella , se corta poquitita suita , se cuelga;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2197;i' apàbakö́wa̱ aì e̱' ká̱jke̱;i' apàbakóqwã aì ẽ' káxjkẽ;tapa esto allá arriba;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2198;wö̀shkiwè̱ke̱wa̱ kàlkicha wa;wòqshkiwèxkẽwã kàlkicha wa;se enrolla con palos rollizos;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2199;à̱s kë̀ à̱s kë̀ si̱wa̱' i pö̀u̱;àxs kèq àxs kèq sĩwã' i pòqũ;para que no , para que no lo bote el viento;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2200;e'ta̱ se' kiàna̱ ta̱î̱ i yawö́k;e'tã se' kiànã tãîx i yawóqk;entonces se necesita mucha gente para hacerla;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2201;"kiàna̱ ""como, como,"" ské̱l ö tèröl";"kiànã "" como , como , "" skéxl ö tèröl";se necesita como , como , cinco o seis;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2202;éjkë se' kiàna̱ i kí̱mu̱k, i yawö́k;éjkë se' kiànã i kíxmũk , i yawóqk;esa cantidad de personas se necesita para ayudar , para hacerla;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2203;porque darë̂rë̂ i yö' e' ku̱é̱ki̱;porque darêqrêq i yö' e' kũéxkĩ;porque es difícil hacerla , por eso;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2204;i déka̱ e' dikì̱ a̱ bö' diö́ ièke̱ ké̱kraë;i dékã e' dikìx ã bö' dióq ièkẽ kéxkraë;cuando está construida siempre hay que estar echando aquel fuego debajo;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2205;a̱wì̱ bö́wö tkë'rie a̱wí̱ wö̀ña̱r mô̱;ãwìx bóqwö tkë'rie ãwíx wòqñãr môx;aquel fuego aquel permanece ardiendo;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2206;bö' bö́wö ièke̱ ké̱kra à̱s shka̱lá̱ rö i síù̱wa̱ wé̱shke̱;bö' bóqwö ièkẽ kéxkra àxs shkãláx rö i síùxwã wéxshkẽ;siempre se suele atizar el fuego , para que el humo la seque por dentro;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2207;i' rö ka̱nè̱bló ie;i' rö kãnèxbló ie;esto es para trabajar;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2208;i' rö ka̱nè̱bló ie, i tso' se' wa̱ ka̱nè̱bló ie;i' rö kãnèxbló ie , i tso' se' wã kãnèxbló ie;esto es para trabajar , lo tenemos para trabajar;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2209;i̱â̱i̱â̱ ta̱ blë'këkëpa i' bák e' tso' sè̱no̱ ie;ĩâxĩâx tã blë'këkëpa i' bák e' tso' sèxnõ ie;pues antiguamente los mayores la tenían para estar viviendo;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2210;i'es ie'pa sé̱rke̱ i̱â̱i̱â̱, ta̱ i'es, ù íse a̱;i'es ie'pa séxrkẽ ĩâxĩâx , tã i'es , ù íse ã;antiguamente ellos vivían así , pues así , en una casa como ésta;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2211;a̱wí̱ e̱' ie'pa chkö̀ alö̀ke̱ a̱wí̱ e̱';ãwíx ẽ' ie'pa chkòq alòqkẽ ãwíx ẽ';ahí en esa ellos cocinaban alimento , en esa ahí;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2212;i' se' e̱' tkó i';i' se' ẽ' tkó i';este , que es para sentarnos , este;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2213;e' tso' blë'kë́këpa se' yàmi̱pa déwa̱ ése a̱ tkó ie;e' tso' blë'kéqkëpa se' yàmĩpa déwã ése ã tkó ie;ese lo tienen los mayores para que nuestros familiares , que llegan , en ese se sienten;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2214;i ka̱nè̱wè̱ke̱ ie'pa rö e̱' ta̱ a̱wí̱ i yàmi̱pa dé tulúrka̱;i kãnèxwèxkẽ ie'pa rö ẽ' tã ãwíx i yàmĩpa dé tulúrkã;ellos trabajan allá , cuando llegan los familiares se sientan ahí;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2215;e̱' ie'pa blë'kë́këpa ká̱ pàkö̀ke̱;ẽ' ie'pa blë'kéqkëpa káx pàkòqkẽ;allí ellos los mayores narran;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2216;e̱' ie'pa se' wö'ikèke̱;ẽ' ie'pa se' wö'ikèkẽ;allí ellos nos soplan;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2217;ta̱ í̱e̱ ie'pa bité̱ a̱ e̱' wö'ikök;tã íxẽ ie'pa bitéx ã ẽ' wö'ikök;pues aquí ellos vienen a soplarse;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2218;"ma̱ e' ta̱ i té̱rka̱ie ""todo el tiempo"" yë́rke̱ ké̱kraë a̱s se' rö à̱s";"mã e' tã i téxrkãie "" todo el tiempo "" yéqrkẽ kéxkraë ãs se' rö àxs";pues entonces está puesto todo el tiempo , siempre levantado para que nosotros , para que;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2219;à̱s yì e̱' yawa'ku̱ e' ta̱ bité̱ a̱ e̱' yö́rke̱ e̱'rök;àxs yì ẽ' yawa'kũ e' tã bitéx ã ẽ' yóqrkẽ ẽ'rök;para quién quiera formarse , entonces viene se forma allí;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2220;óköm ie, bikâkla ie, kò̱s e̱' yö́rke̱ í̱e̱rök;óköm ie , bikâkla ie , kòxs ẽ' yóqrkẽ íxẽrök;óköm , bikâkala todos se forman aquí;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2221;e' ku̱é̱ki̱ ie'pa wa̱ ù íse tso';e' kũéxkĩ ie'pa wã ù íse tso';por eso ellos tienen una casa de estas;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2222;e' kë̀ ku̱ ù ie'pa wa̱ tulúrse̱ ë́ i̱à̱na̱ e's;e' kèq kũ ù ie'pa wã tulúrsẽ éq ĩàxnã e's;ellos no tienen la casa puesta en vano , para nada así;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2223;e' tso' ie'pa wa̱ ka̱nè̱blo ie i tsítsipa yawó ie;e' tso' ie'pa wã kãnèxblo ie i tsítsipa yawó ie;eso ellos lo tienen para trabajar , para formar a sus menores;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2224;pues éjkë ye' be' kí̱me̱ dé;pues éjkë ye' be' kíxmẽ dé;hasta aquí te puedo ayudar;CorpusSofia B19h45m28s07apr2012.html Sobre la técnica de construcción de la casa cónica;amubri
2225;ì seʼla i yö́ söla i yö́;ì se'la i yóq söla i yóq;indígenas con amor bebamos bebamos;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2226;söla i yö́ sö baloʼrila buáala i yö́ söla;söla i yóq sö balo'rila buáala i yóq söla;bebamos la chichita fresca excelente bebamos;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2227;baloʼri sharila buáala i yö́ söla;balo'ri sharila buáala i yóq söla;la chicha fresca la chichita fresca excelente bebamos;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2228;i yö́ söla i yö́ sö;i yóq söla i yóq sö;bebamos bebamos;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2229;a̱là̱chkala buáala i yö́ söla i yö́ söla;ãlàxchkala buáala i yóq söla i yóq söla;chichita espesa excelente bebamos bebamos;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2230;i yö́ sö;i yóq sö;bebamos;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2231;eʼ ta̠la yeʼ e̱ʼ dawèka̱la aláköla sû̱;e' tãla ye' ẽ' dawèkãla aláköla sûx;entonces yo me levanto como una mujercita;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2232;Sulaʼ Sulaʼ ichàkökala;Sula' Sula' ichàkökala;para invocar a Sulaʼ;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2233;kirë̀rma̠ kirë̀rma̠la;kirèqrmã kirèqrmãla;extranjero extranjerito;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2234;ta̠ eʼ wö̀ a̱la kë̀la seʼ aë̀rwala;tã e' wòq ãla kèqla se' aèqrwala;delante de aquél no nos avengonzamos;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2235;seʼ töla seʼla;se' töla se'la;nosotros indígenas;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2236;eʼ töla ìla aë̀ ijtsèmi̠la;e' töla ìla aèq ijtsèmĩla;de qué podemos sentir verguenza;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2237;i yö́ söla i yö́ söla;i yóq söla i yóq söla;bebamos bebamos;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2238;i yö́ söla i yö́ söla baloʼrila;i yóq söla i yóq söla balo'rila;bebamos bebamos la chichita fresca;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2239;i yö́ söla yö́ söla;i yóq söla yóq söla;bebamos bebamos;CorpusSofia B03h09m31s06apr2012.html Canto de la preparación de la chicha;amubri
2240;¡é! ye' ma̱ i skà ichàkeke̱ tö;é ! ye' mã i skà ichàkekẽ tö;eh ! yo le voy a preguntar más cosas;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2241;¡é! ¿be' wö́blar ni̱mà̱ kalíu̱k? irir ¿be' dö̀ ta̱ mí̱kalè ta̱ ka̱ñí̱k a̱?;é ! be' wóqblar nĩmàx kalíũk ? irir be' dòq tã míxkalè tã kãñíxk ã ?;usted sabe pescar ? esto es usted va montear a la montaña a veces ?;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2242;¡é!;é !;eh !;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2243;ká̱ bàn se'r i kiè ùyöm a̱ ö;káx bàn se'r i kiè ùyöm ã ö;ese otro lugar nosotros lo llamamos cordillera;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2244;wé̱alè ¡é! be' dë́rule ka̱ñí̱k a̱ e' apàkö́ ña̱;wéxalè é ! be' déqrule kãñíxk ã e' apàkóq ñã;cuándo ha ido usted a la montaña , cuénteme;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2245;ké̱we ni̱mà̱ kalíwe̱ apàkö́ ña̱ ukö̀ skà, e' e' mí̱ bö, bö i wö̀iewa̱ a̱ñì̱ ta̱;kéxwe nĩmàx kalíwẽ apàkóq ñã ukòq skà , e' e' míx bö , bö i wòqiewã ãñìx tã;primero cuénteme la pesca después , vaya explicando todo junto;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2246;"¡á̱jà̱! ¡é! ¡é! ni̱mà̱ kalíu̱k ""pues"" ujtè kiàna̱ be' ki̱";"áxjàx ! é ! é ! nĩmàx kalíũk "" pues "" ujtè kiànã be' kĩ";aja ! usted quiere saber sobre la pesca;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2247;"¡é! ""bueno"" ye' ye' té̱rke̱ ké̱kra ni̱mà̱ kalíu̱k";"é ! "" bueno "" ye' ye' téxrkẽ kéxkra nĩmàx kalíũk";eh ! bueno yo , yo suelo ir todo el tiempo a pescar;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2248;"diö́ ë̀ ká̱ ""río"" kièke̱ ¡é! ""Cabagra"" e' e' e' ë̀ ká̱ ajké̱";"dióq èq káx "" río "" kièkẽ é ! "" Cabagra "" e' e' e' èq káx ajkéx";aquí abajo en el río que se llama Cabagra a ese lado;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2249;"y ka̱ñí̱k a̱ ""pues"" ye' dë́rule a̱wì̱ ë̀ ká̱ ajké̱ ""cordillera"" ajkö̀ mi̱k";"y kãñíxk ã "" pues "" ye' déqrule ãwìx èq káx ajkéx "" cordillera "" ajkòq mĩk";a la montaña yo he ido arriba en la ladera de la cordillera adentro;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2250;"¡é! ""pero"" ""muchos"" ""digamos"" ká̱ i̱â̱i̱â̱";"é ! "" pero "" "" muchos "" "" digamos "" káx ĩâxĩâx";"eh ! "" pero "" "" muchos "" "" digamos "" ká̱ i̱â̱i̱â̱";CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2251;entonces e' ë̀ ká̱ ajké̱, e' ë̀ ká̱ jké̱ sàl tso', ö̀k tso', ta̱î̱ íyiwak tso';entonces e' èq káx ajkéx , e' èq káx jkéx sàl tso' , òqk tso' , tãîx íyiwak tso';en este lado , en este lado hay mono colorado , hay mono cariblanco , hay muchos animales;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2252;"¡é! e' ë̀ ká̱ ajké̱ ye' dë́rule ""entonces""";"é ! e' èq káx ajkéx ye' déqrule "" entonces """;a ese lado yo he ido entonces;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2253;êrë ì wa, chìchi wa ö yë́s;êrë ì wa , chìchi wa ö yéqs;pero con qué , con perro o sin;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2254;"chìchi wa ö ë̀ e̱' wa ""sí""";"chìchi wa ö èq ẽ' wa "" sí """;con perro o solo , sí;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2255;e' ta̱ ni̱mà̱ ajkè̱n ta̱ ¿ì ni̱mé̱i ë̀ tso' di' sé̱ ki̱?;e' tã nĩmàx ajkèxn tã ì nĩméxi èq tso' di' séx kĩ ?;entonces en cuanto a los peses qué clases de peses hay en ese río ?;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2256;"di' sé̱ ki̱ ¡é! se'r kiè mu̱lû̱wak tso', ¡é! dakòlwak tso', wàtak tso' ¡é! kàlni̱me̱ tso', ¡é! ""bueno"" bulë̀rwak tso' tö́";"di' séx kĩ é ! se'r kiè mũlûxwak tso' , é ! dakòlwak tso' , wàtak tso' é ! kàlnĩmẽ tso' , é ! "" bueno "" bulèqrwak tso' tóq";en ese río hay unos peces que nosotros llamamos lisas , hay sardinas , hay sábalos , hay pez candela , bueno hay olominas sí;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2257;be' té̱rke̱ ni̱mà̱ kalíu̱k ¿ñí̱we? ¡é! ¿na̱ñé̱we?;be' téxrkẽ nĩmàx kalíũk ñíxwe ? é ! nãñéxwe ?;usted suele ir a pescar de día ? de noche ?;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2258;"bueno ñí̱we e' ye' té̱rke̱ bua' ie ""pero"" na̱ñé̱we e' mì̱kalê mì̱kalê, tö́";"bueno ñíxwe e' ye' téxrkẽ bua' ie "" pero "" nãñéxwe e' mìxkalê mìxkalê , tóq";bueno yo voy mejor de día , pero en la noche algunas veces , algunas veces , sí;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2259;e' ta̱ ñê̱es se' mí̱ke̱ ùyöm a̱ e' ta̱ ká̱ bìt ulàttöu̱k se' mí̱ke̱ dö̀ ¿î̱ñe̱ ë̀ se' mí̱a̱?;e' tã ñêxes se' míxkẽ ùyöm ã e' tã káx bìt ulàttöũk se' míxkẽ dòq îxñẽ èq se' míxã ?;entonces si vamos a la montaña durante cuántos días nos vamos hoy solamente y regresamos ?;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2260;aû;aû;no;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2261;¡é! ¡é! ká̱ bö̀tk, ká̱ ma̱ñà̱tk ¡é! a̱wì̱ se' mí̱a̱ e' ta̱ se' e̱' tsé̱a̱t kapë́rule;é ! é ! káx bòqtk , káx mãñàxtk é ! ãwìx se' míxã e' tã se' ẽ' tséxãt kapéqrule;dos días , tres días , si vamos arrriba nos quedamos a dormir;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2262;êrë ¿wé̱ se' kapö̀ke̱?;êrë wéx se' kapòqkẽ ?;pero dónde dormimos ?;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2263;ka̱ñí̱k a̱ a̱wì̱, wé̱alè sík kö̀ yawèka̱ sö e' dikì̱ a̱;kãñíxk ã ãwìx , wéxalè sík kòq yawèkã sö e' dikìx ã;arriba en la montaña , cualquier parte hacemos debajo de las hojas;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2264;tö́;tóq;sí;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2265;e' ta̱ chkö̀;e' tã chkòq;y la comida;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2266;¡é! chkö̀ mí̱rule chkö̀ mí̱rule se' wa̱;é ! chkòq míxrule chkòq míxrule se' wã;la comida se lleva , la comida es llevada por nosotros;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2267;"àrros ie ¡é! ""así"" ""que"" kalö́m ie ¡é! íyiwak ujté sö ""entonces"" ¡é! e' chkà ""mismo"" katèke̱ sö ""tal vez""";"àrros ie é ! "" así "" "" que "" kalóqm ie é ! íyiwak ujté sö "" entonces "" é ! e' chkà "" mismo "" katèkẽ sö "" tal vez """;arroz , así que banano , matamos un animal entonces tal vez comemos la misma carne;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2268;e' ta̱ ì ë̀ skà mi̱ kí̱ tso' ka̱ñí̱k a̱ ta̱ chkö̀ ñe̱' kí̱ ie ¡é! sí̱ dapö̀ ö ¿ì skà ku̱é̱ sö?;e' tã ì èq skà mĩ kíx tso' kãñíxk ã tã chkòq ñẽ' kíx ie é ! síx dapòq ö ì skà kũéx sö ?;entonces qué más hay en el monte de ese tipo de comida palmito o qué más encontramos ?;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
2269;e' dör sí̱ dapö̀ wè̱s sí̱ dapö̀ ë̀, tö́;e' dör síx dapòq wèxs síx dapòq èq , tóq;palmito solo palmito , sí;CorpusSofia B12h35m18s21sep2014.html Conversación de dos hombres sobre la pesca;amubri
